address,district,rooms,size,level,max_levels,price,lat,lng,price_per_sqm
"город Ташкент, Chilonzor район, Чиланзар-6",Chilonzor,3,70.0,4,4,37500,41.2857552,69.2117625,535.7142857142857
"город Ташкент, Chilonzor район, Метро Мирзо Улугбек",Chilonzor,1,35.0,1,5,26500,41.2829101,69.2116463,757.1428571428571
"город Ташкент, Chilonzor район, Чиланзар-7",Chilonzor,2,47.0,2,4,32000,41.2948119,69.2087824,680.8510638297872
"город Ташкент, Chilonzor район, Чиланзар",Chilonzor,1,36.0,2,5,26500,41.259418,69.1804708,736.1111111111111
"город Ташкент, Chilonzor район, Чиланзар-10",Chilonzor,2,50.0,2,5,34500,41.2829494,69.1968618,690.0
"город Ташкент, Chilonzor район, Чиланзар-6",Chilonzor,2,52.0,2,4,36500,41.2857552,69.2117625,701.9230769230769
"город Ташкент, Yashnobod район, Оханграбо",Yashnobod,2,46.0,2,4,24500,41.2535107,69.3437258,532.6086956521739
"город Ташкент, Chilonzor район, Чиланзар-8",Chilonzor,3,92.0,3,9,42500,41.2894422,69.2058023,461.95652173913044
"город Ташкент, Chilonzor район, Чиланзар",Chilonzor,3,70.0,1,4,46000,41.259418,69.1804708,657.1428571428571
"город Ташкент, Yunusobod район, Юнусабад 13-й квартал",Yunusobod,3,70.0,2,4,38500,41.3692799,69.2981832,550.0
"город Ташкент, Mirzo Ulugbek район, Паркентская (Генерала Петрова) ",Mirzo Ulugbek,2,60.0,7,8,36000,41.31512,69.3234929,600.0
"город Ташкент, Mirzo Ulugbek район, Буз 2",Mirzo Ulugbek,2,55.0,3,5,35000,41.319567,69.3246635,636.3636363636364
"город Ташкент, Mirzo Ulugbek район, Паркентская (Генерала Петрова) ",Mirzo Ulugbek,2,63.0,4,9,55500,41.31512,69.3234929,880.952380952381
"город Ташкент, Yakkasaroy район, Бабура",Yakkasaroy,2,89.0,4,12,81772,41.2818558,69.2552666,918.7865168539325
"город Ташкент, Yakkasaroy район, Бабура",Yakkasaroy,1,55.0,1,12,50533,41.2818558,69.2552666,918.7818181818182
"город Ташкент, Mirzo Ulugbek район, Ул.Кора Ниязова",Mirzo Ulugbek,3,100.0,2,6,119000,41.3292204,69.3473509,1190.0
"город Ташкент, Mirzo Ulugbek район, Ахмад Югнаки",Mirzo Ulugbek,4,208.0,2,3,93000,41.3475495,69.3875774,447.11538461538464
"город Ташкент, Chilonzor район, Uchtepa район массив Чиланзар 11-й квартал",Chilonzor,1,35.0,1,4,23800,41.2770171,69.1909015,680.0
"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",Chilonzor,2,44.0,3,4,32900,41.2948119,69.2087824,747.7272727272727
"город Ташкент, Yangihayot район, Сергели 9а",Yangihayot,2,61.0,3,7,36000,41.210633,69.2281531,590.1639344262295
"город Ташкент, Yashnobod район, Массив Риёзи",Yashnobod,4,100.0,2,9,65000,41.286283,69.3235123,650.0
"город Ташкент, Chilonzor район, Чиланзар 8 квартал",Chilonzor,1,35.0,1,4,29800,41.2894422,69.2058023,851.4285714285714
"город Ташкент, Mirzo Ulugbek район, Газалкент",Mirzo Ulugbek,4,86.0,3,5,63000,41.3351692,69.3602729,732.5581395348837
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",Mirzo Ulugbek,3,100.0,1,5,80000,41.314662,69.293391,800.0
"город Ташкент, Olmzor район, 1-й проезд Чилтугон",Olmzor,5,110.0,5,5,63500,41.3432641,69.2560774,577.2727272727273
"город Ташкент, Mirobod район, ЦУМ (Ц-7) ",Mirobod,3,75.0,6,9,110000,41.3086111,69.2691667,1466.6666666666667
"город Ташкент, Olmzor район, ц-17, ц-18 Себзар (ц-17, ц-18) ",Olmzor,3,70.0,1,5,62000,41.3333453,69.2475235,885.7142857142857
"город Ташкент, Shayhontohur район, Караташ",Shayhontohur,3,70.0,4,5,36999,41.3141622,69.2368973,528.5571428571428
"город Ташкент, Yakkasaroy район, 1-й проезд Абдуллы Каххара",Yakkasaroy,3,150.0,3,6,170000,41.2843902,69.2585422,1133.3333333333333
"город Ташкент, Sergeli район, 6А",Sergeli,2,56.1,7,7,37000,41.2304214,69.2117625,659.536541889483
"город Ташкент, Yunusobod район, Юнусабад 16-й квартал",Yunusobod,4,83.0,3,5,54000,41.3825869,69.3019081,650.6024096385543
"город Ташкент, Uchtepa район, Зангиота",Uchtepa,2,49.0,4,4,23000,41.2978921,69.1804708,469.38775510204084
"город Ташкент, Chilonzor район, Чиланзар 8-й квартал",Chilonzor,2,46.0,2,4,38500,41.2894422,69.2058023,836.9565217391304
"город Ташкент, Chilonzor район, Чиланзар 8-й квартал",Chilonzor,2,46.0,4,4,36200,41.2894422,69.2058023,786.9565217391304
"город Ташкент, Chilonzor район, Чиланзар квартал Г9",Chilonzor,3,68.0,4,4,45000,41.259418,69.1804708,661.7647058823529
"город Ташкент, Chilonzor район, Чиланзар 9-й квартал",Chilonzor,3,65.0,1,5,45000,41.2901628,69.1968618,692.3076923076923
"город Ташкент, Chilonzor район, Чиланзар 9-й квартал",Chilonzor,4,76.0,4,4,43000,41.2901628,69.1968618,565.7894736842105
"город Ташкент, Chilonzor район, Чиланзар 9-й квартал",Chilonzor,1,42.0,2,5,26000,41.2901628,69.1968618,619.047619047619
"город Ташкент, Chilonzor район, Чиланзар 9-й квартал",Chilonzor,2,55.0,1,4,67000,41.2901628,69.1968618,1218.1818181818182
"город Ташкент, Chilonzor район, Чиланзар 9-й квартал",Chilonzor,4,76.0,5,5,45500,41.2901628,69.1968618,598.6842105263158
"город Ташкент, Chilonzor район, Чиланзар 10-й квартал",Chilonzor,2,49.0,2,6,47000,41.2829494,69.1968618,959.1836734693877
"город Ташкент, Chilonzor район, Чиланзар 10-й квартал",Chilonzor,4,80.0,2,4,70000,41.2829494,69.1968618,875.0
"город Ташкент, Chilonzor район, Чиланзар 10-й квартал",Chilonzor,5,142.0,5,5,120000,41.2829494,69.1968618,845.0704225352113
"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",Chilonzor,3,60.0,3,4,44000,41.2948119,69.2087824,733.3333333333334
"город Ташкент, Mirzo Ulugbek район, Аккурган",Mirzo Ulugbek,3,72.0,4,5,47000,41.322142,69.303611,652.7777777777778
"город Ташкент, Mirobod район, 7-й проезд Мироншаха",Mirobod,4,115.0,6,9,84000,41.2846588,69.2743143,730.4347826086956
"город Ташкент, Yashnobod район, 1-й переулок Бойкургон",Yashnobod,4,100.0,2,3,77000,41.3701094,69.2660649,770.0
"город Ташкент, Mirzo Ulugbek район, Карасу 1-й квартал",Mirzo Ulugbek,2,63.0,5,5,35000,41.3375577,69.3726789,555.5555555555555
"город Ташкент, Mirzo Ulugbek район, Сайрам",Mirzo Ulugbek,3,66.0,3,5,56000,41.3317732,69.324458,848.4848484848485
"город Ташкент, Mirzo Ulugbek район, Аккурган",Mirzo Ulugbek,3,70.0,5,5,46500,41.322142,69.303611,664.2857142857143
"город Ташкент, Mirzo Ulugbek район, Буз-1 (Буз базар) ",Mirzo Ulugbek,3,62.0,5,5,35000,41.3215876,69.3230626,564.516129032258
"город Ташкент, Chilonzor район, Чиланзар 17-й квартал",Chilonzor,2,50.0,1,4,34000,41.271386,69.1961168,680.0
"город Ташкент, Yunusobod район, Минор",Yunusobod,3,78.0,4,4,56000,41.3298867,69.2803036,717.9487179487179
"город Ташкент, Mirobod район, Госпитальный",Mirobod,2,62.0,2,9,63000,41.295316,69.275364,1016.1290322580645
"город Ташкент, Mirobod район, Нукус",Mirobod,8,350.0,2,12,260000,41.2910722,69.2769129,742.8571428571429
"город Ташкент, Yashnobod район, 2-й проезд Авиасозлар",Yashnobod,3,63.0,4,4,40000,41.2896055,69.3434849,634.9206349206349
"город Ташкент, Mirzo Ulugbek район, Карасу 3-й квартал",Mirzo Ulugbek,4,91.0,1,5,75000,41.3326551,69.3689542,824.1758241758242
"город Ташкент, Shayhontohur район, Караташ",Shayhontohur,3,81.0,6,9,54900,41.3141622,69.2368973,677.7777777777778
"город Ташкент, Mirzo Ulugbek район, Феруза-1",Mirzo Ulugbek,4,86.0,3,4,42000,41.3550649,69.3585936,488.3720930232558
"город Ташкент, Mirzo Ulugbek район, Аккурган",Mirzo Ulugbek,2,54.0,3,5,54500,41.322142,69.303611,1009.2592592592592
"город Ташкент, Mirobod район, 7-й проезд Мироншаха",Mirobod,3,90.0,3,5,105000,41.2846588,69.2743143,1166.6666666666667
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",Mirzo Ulugbek,2,40.0,2,5,37000,41.314662,69.293391,925.0
"город Ташкент, Yunusobod район, Юнусабад 10-й квартал",Yunusobod,1,45.0,5,5,24000,41.3804352,69.2840285,533.3333333333334
"город Ташкент, Olmzor район, Малая кольцевая дорога",Olmzor,3,89.55,7,9,40000,41.2901478,69.2827199,446.677833612507
"город Ташкент, Mirzo Ulugbek район, Карасу 1-й квартал",Mirzo Ulugbek,4,92.0,3,5,67000,41.3375577,69.3726789,728.2608695652174
"город Ташкент, Mirzo Ulugbek район, Феруза-1",Mirzo Ulugbek,4,95.0,1,4,77000,41.3550649,69.3585936,810.5263157894736
"город Ташкент, Mirzo Ulugbek район, Карасу 6-й квартал",Mirzo Ulugbek,4,102.0,4,9,65000,41.3292204,69.3473509,637.2549019607843
"город Ташкент, Olmzor район, Каракамыш-2/3",Olmzor,2,65.0,5,9,31300,41.3597078,69.2094809,481.53846153846155
"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",Mirzo Ulugbek,2,62.0,5,5,33500,41.314662,69.293391,540.3225806451613
"город Ташкент, Olmzor район, Каракамыш-2/4",Olmzor,2,56.0,3,5,38500,41.3668928,69.2087824,687.5
"город Ташкент, Mirzo Ulugbek район, 2-й Паркентский проезд",Mirzo Ulugbek,2,59.0,2,8,41500,41.3169199,69.3279791,703.3898305084746
"город Ташкент, Chilonzor район, Чиланзар 19-й квартал",Chilonzor,3,96.0,6,9,64500,41.2710841,69.1849411,671.875
"город Ташкент, Yashnobod район, 2-й проезд Иззат",Yashnobod,1,37.0,4,8,13075,41.2785565,69.3415733,353.3783783783784
"город Ташкент, Yakkasaroy район, Мухандислар",Yakkasaroy,2,70.0,8,9,48000,41.2773019,69.2473656,685.7142857142857
"город Ташкент, Mirobod район, Фидокор (Чехова) ",Mirobod,2,78.0,4,8,77000,41.296644,69.275878,987.1794871794872
"город Ташкент, Yakkasaroy район, Юсуфа Хос Ходжиба",Yakkasaroy,4,145.0,7,8,115000,41.2986859,69.2595082,793.1034482758621
"город Ташкент, Mirzo Ulugbek район, ц-1 Буюк ипак йули (Ц-1) ",Mirzo Ulugbek,3,100.0,2,5,128000,41.3104865,69.2922234,1280.0
"город Ташкент, Yashnobod район, 1-й проезд Мурабби",Yashnobod,2,54.0,4,4,33000,41.286283,69.3235123,611.1111111111111
"город Ташкент, Mirobod район, Фидокор (Чехова) ",Mirobod,3,70.0,2,4,66000,41.296644,69.275878,942.8571428571429
"город Ташкент, Yakkasaroy район, Кушбеги",Yakkasaroy,5,116.0,3,5,80000,41.2673079,69.2415634,689.6551724137931
"город Ташкент, Chilonzor район, Чиланзар квартал 20Д",Chilonzor,3,72.0,8,9,37700,41.2657122,69.1819609,523.6111111111111
"город Ташкент, Shayhontohur район, Урда",Shayhontohur,1,70.0,6,7,60000,41.3221852,69.2616787,857.1428571428571
"город Ташкент, Mirzo Ulugbek район, ТТЗ",Mirzo Ulugbek,2,60.0,9,9,28500,41.3542045,69.3845977,475.0
"город Ташкент, Chilonzor район, Чиланзар 6-й квартал",Chilonzor,2,52.0,4,5,38000,41.2857552,69.2117625,730.7692307692307
"город Ташкент, Yakkasaroy район, Ул.Ш.Руставели",Yakkasaroy,3,95.0,7,8,65000,41.2911414,69.2601933,684.2105263157895
"город Ташкент, Chilonzor район, Чиланзар 6-й квартал",Chilonzor,2,44.0,1,4,38000,41.2857552,69.2117625,863.6363636363636
"город Ташкент, Chilonzor район, Чиланзар 6-й квартал",Chilonzor,2,42.0,3,4,36500,41.2857552,69.2117625,869.047619047619
"город Ташкент, Chilonzor район, Чиланзар 6-й квартал",Chilonzor,2,43.0,2,4,36500,41.2857552,69.2117625,848.8372093023256
"город Ташкент, Chilonzor район, Чиланзар 6-й квартал",Chilonzor,3,77.0,5,5,95000,41.2857552,69.2117625,1233.7662337662337
"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",Chilonzor,1,24.0,3,4,20000,41.2948119,69.2087824,833.3333333333334
"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",Chilonzor,1,30.0,1,4,26000,41.2948119,69.2087824,866.6666666666666
"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",Chilonzor,2,41.0,1,4,36000,41.2948119,69.2087824,878.0487804878048
"город Ташкент, Yunusobod район, Кашкар",Yunusobod,2,46.0,2,4,36000,41.3197131,69.2773236,782.6086956521739
"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",Chilonzor,2,42.0,2,4,36500,41.2948119,69.2087824,869.047619047619
"город Ташкент, Yunusobod район, Юнусабад-11",Yunusobod,2,51.0,3,4,45000,41.3700057,69.2892434,882.3529411764706
"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",Uchtepa,3,62.0,5,5,33500,41.2814223,69.1760005,540.3225806451613
"город Ташкент, Yashnobod район, Авиасозлар/Лисунова-4",Yashnobod,1,50.0,5,12,25000,41.2896055,69.3434849,500.0
"город Ташкент, Yunusobod район, 1-й проезд Кулолкургон",Yunusobod,4,107.0,6,9,75500,41.3587493,69.2996732,705.607476635514
"город Ташкент, Yunusobod район, ц-5 Киёт (Ц-5) ",Yunusobod,5,255.0,1,8,270000,41.3245206,69.2773236,1058.8235294117646
"город Ташкент, Yunusobod район, ц-5 Киёт (Ц-5) ",Yunusobod,6,266.0,1,8,285000,41.3245206,69.2773236,1071.4285714285713
"город Ташкент, Olmzor район, Каракамыш-2/3",Olmzor,1,38.0,6,9,27500,41.3597078,69.2094809,723.6842105263158
"город Ташкент, Yakkasaroy район, Кичик Бешагач",Yakkasaroy,4,210.0,4,8,265000,41.2834892,69.2665263,1261.904761904762
"город Ташкент, Yakkasaroy район, Башлык",Yakkasaroy,4,110.0,7,9,75000,41.2697288,69.2512486,681.8181818181819
"город Ташкент, Olmzor район, Каракамыш 2/4",Olmzor,2,55.62,5,9,31000,41.3668928,69.2087824,557.3534699748292
